Item Code,AG,Unit Weight,Complexity Code,Product Group,Stock Value,Product Category Description,IMAGE
51T050PBJAAA00,EVERYDAYS|GOLD PLAIN|PENDANT|A|ALL|_|REG,1.28,RE,Unified Region Sales14-National Sales99,11845.12,Category 34685,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=T050PBJ.jpg
51T050PATAAA00,EVERYDAYS|GOLD PLAIN|PENDANT|A|ALL|_|REG,1.39,RE,Unified Region Sales18-National Sales149,12863.06,Category 34684,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=T050PAT.jpg
50D5PIPIYAAA00,EVERYDAYS|GOLD PLAIN|PENDANT|A|ALL|_|REG,1,RE,z no,1,Category 17011,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D5PIPIY.jpg
51D5TOPAZAAA00,EVERYDAYS|GOLD PLAIN|PENDANT|A|ALL|_|REG,1,RE,z no,1,Category 17966,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D5TOPAZ.jpg
51D5TOPBAAAA00,EVERYDAYS|GOLD PLAIN|PENDANT|A|ALL|_|REG,1,RE,z no,1,Category 17967,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D5TOPBA.jpg
51D5TOPBDAAA00,EVERYDAYS|GOLD PLAIN|PENDANT|A|ALL|_|REG,1,RE,z no,1,Category 17969,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D5TOPBD.jpg
51D5TXPAYAAA00,EVERYDAYS|GOLD PLAIN|PENDANT|A|ALL|_|REG,1,RE,z no,1,Category 17994,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D5TXPAY.jpg
5104661XAAAA00,EVERYDAYS|GOLD PLAIN|SET1|A|MODERN|_|_,9.26,RE,Unified Region Sales58-National Sales224,85692.04,Category 67,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=04661XA.jpg
51M4D11FEABA00,EVERYDAYS|GOLD PLAIN|SET1|A|MODERN|_|_,10.7,RE,Unified Region Sales5-National Sales16,104236.51,Category 23416,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=M4D11FE.jpg
51M5PL1HUAGA00,EVERYDAYS|GOLD PLAIN|SET1|A|MODERN|_|_,1,RE,z no,1,Category 24436,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=M5PL1HU.jpg
51M5PL1BTABA00,EVERYDAYS|GOLD PLAIN|SET1|A|MODERN|_|_,1,RE,z no,1,Category 24434,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=M5PL1BT.jpg
51M5PL1BVABA00,EVERYDAYS|GOLD PLAIN|SET1|A|MODERN|_|_,1,RE,z no,1,Category 24435,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=M5PL1BV.jpg
51M5PL1HVAGA00,EVERYDAYS|GOLD PLAIN|SET1|A|MODERN|_|_,1,RE,z no,1,Category 24437,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=M5PL1HV.jpg
51M5PL1HYAAA00,EVERYDAYS|GOLD PLAIN|SET1|A|MODERN|_|_,1,RE,z no,1,Category 24440,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=M5PL1HY.jpg
51M5PL1IAABA00,EVERYDAYS|GOLD PLAIN|SET1|A|MODERN|_|_,1,RE,z no,1,Category 24442,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=M5PL1IA.jpg
51M5PL1KIAGA37,EVERYDAYS|GOLD PLAIN|SET1|A|MODERN|_|_,1,RE,z no,1,Category 24443,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=M5PL1KI.jpg
51M5PL1LMAGA00,EVERYDAYS|GOLD PLAIN|SET1|A|MODERN|_|_,1,RE,z no,1,Category 24444,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=M5PL1LM.jpg
51D3B20DPGBA00,EVERYDAYS|GOLD PLAIN|SET2|A|MODERN|_|_,17.56,RE,Unified Region Sales20-National Sales105,163362.76,Category 5894,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D3B20DP.jpg
50M5A1GDVELA00,EVERYDAYS|GOLD PLAIN|SET2|A|MODERN|_|_,1,RE,z no,1,Category 23951,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=M5A1GDV.jpg
50M5B10GDGBA00,EVERYDAYS|GOLD PLAIN|SET2|A|MODERN|_|_,1,RE,z no,1,Category 24015,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=M5B10GD.jpg
50M5B10GEGBA00,EVERYDAYS|GOLD PLAIN|SET2|A|MODERN|_|_,1,RE,z no,1,Category 24016,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=M5B10GE.jpg
50M5B10HRGBA00,EVERYDAYS|GOLD PLAIN|SET2|A|MODERN|_|_,1,RE,z no,1,Category 24017,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=M5B10HR.jpg
50M5B10HUGBA00,EVERYDAYS|GOLD PLAIN|SET2|A|MODERN|_|_,1,RE,z no,1,Category 24018,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=M5B10HU.jpg
51M5HTGAFELA00,EVERYDAYS|GOLD PLAIN|SET2|A|MODERN|_|_,1,RE,z no,1,Category 24193,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=M5HTGAF.jpg
51M5HTGAIEAA00,EVERYDAYS|GOLD PLAIN|SET2|A|MODERN|_|_,1,RE,z no,1,Category 24194,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=M5HTGAI.jpg
51M5PL2BOABA00,EVERYDAYS|GOLD PLAIN|SET2|A|MODERN|_|_,1,RE,z no,1,Category 24448,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=M5PL2BO.jpg
51M5PL2BQABA00,EVERYDAYS|GOLD PLAIN|SET2|A|MODERN|_|_,1,RE,z no,1,Category 24449,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=M5PL2BQ.jpg
50D4PL0DXGGA02,EVERYDAYS|GOLD STUDDED|CHAIN PENDANT|A(0-200)|_|_|_,6.85,RE,National Sales1,212242,Category 14035,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4PL0DX.jpg
50D4I20WMEDA32,EVERYDAYS|GOLD STUDDED|CHAIN PENDANT|A(0-200)|_|_|_,1,RE,National Sales3,1,Category 12754,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4I20WM.jpg
50D2D2GTVHAA02,EVERYDAYS|GOLD STUDDED|CHAIN PENDANT|A(0-200)|_|_|_,1,RE,Unified Region Sales113-National Sales349,1,Category 5089,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D2D2GTV.jpg
50D3I2GCCGAAPL,EVERYDAYS|GOLD STUDDED|CHAIN PENDANT|A(0-200)|_|_|_,1.73,RE,Unified Region Sales1-National Sales1,11399,Category 7676,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D3I2GCC.jpg
50D3C10MAEBA29,EVERYDAYS|GOLD STUDDED|CHAIN PENDANT|A(0-200)|_|_|_,12.89,RE,Unified Region Sales26-National Sales86,151057,Category 6364,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D3C10MA.jpg
50D3C1GCHEAA04,EVERYDAYS|GOLD STUDDED|CHAIN PENDANT|A(0-200)|_|_|_,5.04,RE,Unified Region Sales30-National Sales79,172683,Category 6448,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D3C1GCH.jpg
502660GEAEAA02,EVERYDAYS|GOLD STUDDED|CHAIN PENDANT|A(0-200)|_|_|_,2.27,RE,Unified Region Sales31-National Sales78,65514,Category 1824,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=2660GEA.jpg
50D2P2GCCGAA09,EVERYDAYS|GOLD STUDDED|CHAIN PENDANT|A(0-200)|_|_|_,4.14,RE,Unified Region Sales34-National Sales127,42558,Category 5357,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D2P2GCC.jpg
50D3FFGAUEAA09,EVERYDAYS|GOLD STUDDED|CHAIN PENDANT|A(0-200)|_|_|_,5.34,RE,Unified Region Sales43-National Sales124,62811,Category 7560,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D3FFGAU.jpg
50D2D2GTUGAA02,EVERYDAYS|GOLD STUDDED|CHAIN PENDANT|A(0-200)|_|_|_,4.99,RE,Unified Region Sales43-National Sales124,125390,Category 5088,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D2D2GTU.jpg
50D3FFGAVEAA02,EVERYDAYS|GOLD STUDDED|CHAIN PENDANT|A(0-200)|_|_|_,4.72,RE,Unified Region Sales55-National Sales197,61645,Category 7561,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D3FFGAV.jpg
50D2PTGGSGAA02,EVERYDAYS|GOLD STUDDED|CHAIN PENDANT|A(0-200)|_|_|_,4.63,RE,Unified Region Sales79-National Sales241,122393,Category 5502,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D2PTGGS.jpg
50D2J10FPAGA02,EVERYDAYS|GOLD STUDDED|CHAIN PENDANT|A(0-200)|_|_|_,5.34,RE,Unified Region Sales80-National Sales237,60277,Category 5207,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D2J10FP.jpg
553X24GSGGAAPL,EVERYDAYS|GOLD STUDDED|CHAIN PENDANT|A(0-200)|_|_|_,1,RE,z no,1,Category 2928,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=3X24GSG.jpg
50D4I2GMJEAA32,EVERYDAYS|GOLD STUDDED|CHAIN PENDANT|A(0-200)|_|_|_,1,RE,z no,1,Category 12960,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4I2GMJ.jpg
553024GPREAA29,EVERYDAYS|GOLD STUDDED|CHAIN PENDANT|A(0-200)|_|_|_,1,RE,z no,1,Category 2380,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=3024GPR.jpg
553024GSGGAAPL,EVERYDAYS|GOLD STUDDED|CHAIN PENDANT|A(0-200)|_|_|_,1,RE,z no,1,Category 2381,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=3024GSG.jpg
50D3I2GNGEAA02,EVERYDAYS|GOLD STUDDED|CHAIN PENDANT|A(0-200)|_|_|_,2.94,RE,z no,42644,Category 7677,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D3I2GNG.jpg
55D4GFSDSADA02,EVERYDAYS|GOLD STUDDED|EAR RING|A|STUD|UCP|_,1.87,RE,National Sales1,39745,Category 12325,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4GFSDS.jpg
55D4GFSAPABA10,EVERYDAYS|GOLD STUDDED|EAR RING|A|STUD|UCP|_,1.63,RE,National Sales1,30975,Category 12299,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4GFSAP.jpg
55D4GFSDTADA02,EVERYDAYS|GOLD STUDDED|EAR RING|A|STUD|UCP|_,1.44,RE,National Sales1,35511,Category 12326,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4GFSDT.jpg
55D4GFSDMADA02,EVERYDAYS|GOLD STUDDED|EAR RING|A|STUD|UCP|_,2.06,RE,National Sales2,45140,Category 12321,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4GFSDM.jpg
55D4GFSDPADA02,EVERYDAYS|GOLD STUDDED|EAR RING|A|STUD|UCP|_,2.48,RE,National Sales2,41041,Category 12322,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4GFSDP.jpg
55D4GFSDRADA02,EVERYDAYS|GOLD STUDDED|EAR RING|A|STUD|UCP|_,2.13,RE,National Sales2,48537,Category 12324,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4GFSDR.jpg
55D4GFSALABA09,EVERYDAYS|GOLD STUDDED|EAR RING|A|STUD|UCP|_,1.84,RE,National Sales2,38227,Category 12296,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4GFSAL.jpg
55D4GFSANABA09,EVERYDAYS|GOLD STUDDED|EAR RING|A|STUD|UCP|_,1.71,RE,National Sales2,22469,Category 12297,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4GFSAN.jpg
55D4GFSAQABA09,EVERYDAYS|GOLD STUDDED|EAR RING|A|STUD|UCP|_,1.86,RE,National Sales7,33716,Category 12300,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4GFSAQ.jpg
55D4GFSCUABA02,EVERYDAYS|GOLD STUDDED|EAR RING|A|STUD|UCP|_,1.67,RE,National Sales9,27551,Category 12313,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4GFSCU.jpg
55D4GFSACABA02,EVERYDAYS|GOLD STUDDED|EAR RING|A|STUD|UCP|_,2.23,RE,Unified Region Sales13-National Sales25,51279,Category 12288,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4GFSAC.jpg
55D4GFSCOABA09,EVERYDAYS|GOLD STUDDED|EAR RING|A|STUD|UCP|_,2.16,RE,Unified Region Sales1-National Sales4,36910,Category 12309,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4GFSCO.jpg
55D4GFSAOABA09,EVERYDAYS|GOLD STUDDED|EAR RING|A|STUD|UCP|_,1.78,RE,Unified Region Sales1-National Sales5,22258,Category 12298,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4GFSAO.jpg
55D4GFSAGABA02,EVERYDAYS|GOLD STUDDED|EAR RING|A|STUD|UCP|_,2.01,RE,Unified Region Sales21-National Sales45,44646,Category 12292,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4GFSAG.jpg
55D4GFSARABA02,EVERYDAYS|GOLD STUDDED|EAR RING|A|STUD|UCP|_,1.71,RE,Unified Region Sales25-National Sales64,41272,Category 12301,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4GFSAR.jpg
55D4GFSAIABA02,EVERYDAYS|GOLD STUDDED|EAR RING|A|STUD|UCP|_,1.98,RE,Unified Region Sales29-National Sales84,41867,Category 12294,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4GFSAI.jpg
55D4GFSAHABA02,EVERYDAYS|GOLD STUDDED|EAR RING|A|STUD|UCP|_,1.94,RE,Unified Region Sales34-National Sales105,38509,Category 12293,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4GFSAH.jpg
55D4GFSADABA02,EVERYDAYS|GOLD STUDDED|EAR RING|A|STUD|UCP|_,2.27,RE,Unified Region Sales36-National Sales72,36023,Category 12289,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4GFSAD.jpg
55D4GFSAKABA02,EVERYDAYS|GOLD STUDDED|EAR RING|A|STUD|UCP|_,1.92,RE,Unified Region Sales39-National Sales88,43107,Category 12295,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4GFSAK.jpg
55D4GFSBUABA02,EVERYDAYS|GOLD STUDDED|EAR RING|A|STUD|UCP|_,1.53,RE,Unified Region Sales3-National Sales16,43122,Category 12303,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4GFSBU.jpg
55D4GFSAFABA02,EVERYDAYS|GOLD STUDDED|EAR RING|A|STUD|UCP|_,1.82,RE,Unified Region Sales5-National Sales18,46724,Category 12291,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4GFSAF.jpg
55D4GFSAEABA02,EVERYDAYS|GOLD STUDDED|EAR RING|A|STUD|UCP|_,2.25,RE,Unified Region Sales7-National Sales15,43927,Category 12290,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4GFSAE.jpg
55D4GFSDAABA02,EVERYDAYS|GOLD STUDDED|EAR RING|A|STUD|UCP|_,1.37,RE,Unified Region Sales8-National Sales12,24198,Category 12318,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4GFSDA.jpg
55D4GFSDQADA02,EVERYDAYS|GOLD STUDDED|EAR RING|A|STUD|UCP|_,1.92,RE,z no,39755,Category 12323,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4GFSDQ.jpg
50D3P1HBUAAA08,EVERYDAYS|GOLD STUDDED|EAR RING|C(50-100)|HOOP|_|_,2.95,RE,National Sales1,68460,Category 8102,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D3P1HBU.jpg
50D4A1HMPAAA02,EVERYDAYS|GOLD STUDDED|EAR RING|C(50-100)|HOOP|_|_,1,RE,National Sales1,1,Category 8672,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4A1HMP.jpg
55D3FFHHDAAA10,EVERYDAYS|GOLD STUDDED|EAR RING|C(50-100)|HOOP|_|_,3.45,RE,Unified Region Sales12-National Sales26,58141,Category 7562,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D3FFHHD.jpg
50D4B2HWDAAA09,EVERYDAYS|GOLD STUDDED|EAR RING|C(50-100)|HOOP|_|_,2.87,RE,Unified Region Sales39-National Sales177,52632,Category 9760,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4B2HWD.jpg
50D3P3HBIAAA02,EVERYDAYS|GOLD STUDDED|EAR RING|C(50-100)|HOOP|_|_,4.35,RE,Unified Region Sales6-National Sales16,85072,Category 8391,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D3P3HBI.jpg
50D4I1HFQAAA09,EVERYDAYS|GOLD STUDDED|EAR RING|C(50-100)|HOOP|_|_,3.54,RE,Unified Region Sales8-National Sales12,61622,Category 12620,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4I1HFQ.jpg
50D5PLHPOAAA02,EVERYDAYS|GOLD STUDDED|EAR RING|C(50-100)|HOOP|_|_,1,RE,z no,1,Category 17462,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D5PLHPO.jpg
50D2BSSEYABA09,EVERYDAYS|GOLD STUDDED|EAR RING|D(100+)|STUD|_|_,4.34,RE,Unified Region Sales54-National Sales165,145557,Category 4883,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D2BSSEY.jpg
502757SIEABA09,EVERYDAYS|GOLD STUDDED|EAR RING|D(100+)|STUD|_|_,4.05,RE,Unified Region Sales5-National Sales54,124711,Category 1894,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=2757SIE.jpg
502757SIUABB09,EVERYDAYS|GOLD STUDDED|EAR RING|D(100+)|STUD|_|_,3.51,RE,Unified Region Sales6-National Sales217,124904,Category 1897,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=2757SIU.jpg
502517SFHABB01,EVERYDAYS|GOLD STUDDED|EAR RING|D(100+)|STUD|_|_,5.05,RE,Unified Region Sales99-National Sales402,136878,Category 1671,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=2517SFH.jpg
502992SGQAAA02,EVERYDAYS|GOLD STUDDED|EAR RING|D(100+)|STUD|_|_,1,RE,z no,1,Category 2112,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=2992SGQ.jpg
502990OACAAA09,EVERYDAYS|GOLD STUDDED|NOSE RING|A|_|_|_,0.69,RE,Unified Region Sales2-National Sales122,15999,Category 2107,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=2990OAC.jpg
55D4GFPALAAA09,EVERYDAYS|GOLD STUDDED|PENDANT|A|ALL|UCP|_,1,RE,National Sales1,26125,Category 12279,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4GFPAL.jpg
55D4GFPAOAAA09,EVERYDAYS|GOLD STUDDED|PENDANT|A|ALL|UCP|_,1,RE,National Sales1,15464,Category 12282,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4GFPAO.jpg
50D4PIPLJAAA09,EVERYDAYS|GOLD STUDDED|PENDANT|A|ALL|UCP|_,1,RE,National Sales1,1,Category 13922,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4PIPLJ.jpg
55D4GFPAQAAA02,EVERYDAYS|GOLD STUDDED|PENDANT|A|ALL|UCP|_,1,RE,National Sales2,25346,Category 12283,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4GFPAQ.jpg
55D4GFPCOAAA02,EVERYDAYS|GOLD STUDDED|PENDANT|A|ALL|UCP|_,1.13,RE,National Sales2,25294,Category 12285,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4GFPCO.jpg
55D4GFPCPAAA02,EVERYDAYS|GOLD STUDDED|PENDANT|A|ALL|UCP|_,1.01,RE,National Sales2,23319,Category 12286,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4GFPCP.jpg
55D4GFPAMAAA10,EVERYDAYS|GOLD STUDDED|PENDANT|A|ALL|UCP|_,0.81,RE,Unified Region Sales4-National Sales17,25232,Category 12280,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4GFPAM.jpg
55D4ARPDPAAA09,EVERYDAYS|GOLD STUDDED|PENDANT|A|ALL|UCP|_,1,RE,z no,1,Category 8937,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4ARPDP.jpg
55D4ARPDQAAA09,EVERYDAYS|GOLD STUDDED|PENDANT|A|ALL|UCP|_,1,RE,z no,1,Category 8939,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4ARPDQ.jpg
55D4GFPANAAA09,EVERYDAYS|GOLD STUDDED|PENDANT|A|ALL|UCP|_,1,RE,z no,18521,Category 12281,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4GFPAN.jpg
55D4GFPCNAAA10,EVERYDAYS|GOLD STUDDED|PENDANT|A|ALL|UCP|_,1,RE,z no,1,Category 12284,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4GFPCN.jpg
50D5PLPDYAAA10,EVERYDAYS|GOLD STUDDED|PENDANT|A|ALL|UCP|_,1,RE,z no,1,Category 17547,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D5PLPDY.jpg
50D5PLPEAAAA21,EVERYDAYS|GOLD STUDDED|PENDANT|A|ALL|UCP|_,1,RE,z no,1,Category 17549,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D5PLPEA.jpg
50D5PLPEBAAA21,EVERYDAYS|GOLD STUDDED|PENDANT|A|ALL|UCP|_,1,RE,z no,1,Category 17550,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D5PLPEB.jpg
50D5PLPECAAA21,EVERYDAYS|GOLD STUDDED|PENDANT|A|ALL|UCP|_,1,RE,z no,1,Category 17551,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D5PLPEC.jpg
50D5PLPEFAAA10,EVERYDAYS|GOLD STUDDED|PENDANT|A|ALL|UCP|_,1,RE,z no,1,Category 17554,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D5PLPEF.jpg
50D5PLPEGAAA10,EVERYDAYS|GOLD STUDDED|PENDANT|A|ALL|UCP|_,1,RE,z no,1,Category 17555,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D5PLPEG.jpg
50D5PLPEHAAA10,EVERYDAYS|GOLD STUDDED|PENDANT|A|ALL|UCP|_,1,RE,z no,1,Category 17556,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D5PLPEH.jpg
50D4PI1LHAGA02,EVERYDAYS|GOLD STUDDED|SET1|A(0-100)|_|_|_,2.73,RE,National Sales1,96465,Category 13650,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4PI1LH.jpg
50D4PI1CMAGA09,EVERYDAYS|GOLD STUDDED|SET1|A(0-100)|_|_|_,1,RE,National Sales4,1,Category 13622,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4PI1CM.jpg
50D4PL1SUABA02,EVERYDAYS|GOLD STUDDED|SET1|A(0-100)|_|_|_,4.36,RE,Unified Region Sales1-National Sales2,90915,Category 14056,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4PL1SU.jpg
50D4I21QMADA09,EVERYDAYS|GOLD STUDDED|SET1|A(0-100)|_|_|_,3.96,RE,Unified Region Sales1-National Sales25,72553,Category 12764,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4I21QM.jpg
50D4I11ZWABA09,EVERYDAYS|GOLD STUDDED|SET1|A(0-100)|_|_|_,4.75,RE,Unified Region Sales1-National Sales3,76291,Category 12477,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4I11ZW.jpg
50D4C11MEAGA02,EVERYDAYS|GOLD STUDDED|SET1|A(0-100)|_|_|_,3.66,RE,Unified Region Sales20-National Sales64,79968,Category 10879,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4C11ME.jpg
